Tenure in Months,is_month_to_month,is_new_customer,has_fiber,has_premium_support,Monthly Charge,Total Long Distance Charges,charge_per_service,Number of Referrals,has_referred,is_offer_E,Age,has_family,is_senior,Avg Monthly GB Download
67,0,0,0,0,20.55,1549.04,20.55,0,0,0,28,0,0,0
49,1,0,0,0,40.65,0.0,13.549999999999999,6,1,0,57,0,0,11
32,1,0,1,0,101.35,1328.96,16.891666666666666,0,0,0,33,0,0,28
72,0,0,1,1,115.75,3232.08,14.46875,2,1,0,75,0,1,24
54,0,0,0,0,24.75,1558.98,12.375,1,1,0,40,1,0,0
62,0,0,1,0,92.05,1480.56,18.41,0,0,0,27,0,0,47
11,1,1,0,0,20.95,173.03,20.95,1,1,0,33,1,0,0
26,0,0,0,0,19.6,980.2,19.6,0,0,0,64,0,0,0
23,1,0,1,1,83.2,459.08000000000004,20.8,0,0,0,23,0,0,76
51,1,0,0,0,30.05,0.0,15.025,9,1,0,61,0,0,6
49,0,0,0,0,49.8,81.83,24.9,4,1,0,74,0,1,15
34,1,0,0,0,24.7,391.68,12.35,5,1,0,49,0,0,0
68,0,0,1,1,118.6,87.72,13.177777777777777,1,1,0,27,0,0,27
71,0,0,0,0,24.25,582.9100000000001,12.125,1,1,0,30,0,0,0
1,1,1,0,0,18.85,7.8,18.85,0,0,0,59,0,0,0
29,1,0,1,0,100.55,309.43,16.758333333333333,0,0,0,33,0,0,12
16,1,0,0,0,19.35,205.12,19.35,10,1,0,40,1,0,0
31,0,0,1,0,73.55,1471.8799999999999,36.775,0,0,0,72,0,1,8
15,1,0,0,0,30.2,0.0,15.1,8,1,0,59,1,0,16
58,1,0,1,0,92.85,2766.02,18.57,1,1,0,38,1,0,24
52,0,0,0,0,75.4,540.8000000000001,12.566666666666668,9,1,0,28,0,0,85
24,1,0,0,0,54.75,414.48,18.25,1,1,0,63,1,0,18
22,1,0,1,0,89.25,396.22,22.3125,0,0,0,38,0,0,2
17,0,0,0,1,80.85,780.64,11.549999999999999,0,0,0,25,1,0,73
15,1,0,1,0,85.3,409.5,28.433333333333334,0,0,0,41,0,0,18
36,1,0,1,0,85.25,883.4399999999999,21.3125,1,1,0,65,0,1,5
67,0,0,0,0,26.3,974.18,13.15,2,1,0,54,1,0,0
68,0,0,1,0,89.95,1928.48,22.4875,5,1,0,30,0,0,82
36,0,0,0,0,25.1,1252.44,12.55,9,1,0,48,1,0,0
57,0,0,0,1,69.75,2059.98,11.625,0,0,0,21,0,0,48
1,1,1,0,0,45.3,0.0,11.325,0,0,0,34,0,0,18
57,1,0,1,0,99.65,694.8299999999999,16.608333333333334,0,0,0,32,0,0,16
1,1,1,1,0,70.4,29.63,70.4,0,0,1,40,0,0,15
1,1,1,0,0,21.0,16.66,21.0,1,1,1,30,0,0,0
71,0,0,0,0,19.9,1454.79,19.9,1,1,0,28,1,0,0
71,0,0,0,1,72.9,3273.81,12.15,1,1,0,74,1,1,20
3,1,1,1,0,80.4,9.870000000000001,40.2,1,1,1,74,0,1,9
60,1,0,1,1,104.95,1372.8,14.992857142857144,0,0,0,30,0,0,48
30,0,0,0,1,80.8,478.2,11.542857142857143,4,1,0,24,0,0,53
39,1,0,1,1,99.95,950.8199999999999,16.658333333333335,1,1,0,35,1,0,53
24,0,0,0,0,74.8,208.07999999999998,12.466666666666667,9,1,0,57,1,0,10
65,0,0,1,1,109.3,861.25,13.6625,4,1,0,22,1,0,47
67,0,0,1,1,94.35,2072.98,15.725,1,1,0,41,0,0,11
23,1,0,0,0,49.7,971.9799999999999,24.85,0,0,0,44,0,0,2
7,0,1,0,0,24.35,0.0,24.35,0,0,1,23,0,0,48
1,1,1,1,0,85.55,33.34,28.516666666666666,0,0,1,45,0,0,4
16,0,0,0,0,64.25,372.96,16.0625,9,1,0,38,0,0,27
50,0,0,0,1,70.5,2224.5,14.1,10,1,0,53,1,0,28
11,0,1,0,0,55.6,30.91,18.533333333333335,0,0,0,73,0,1,3
11,1,1,1,0,94.0,282.37,18.8,1,1,0,64,0,0,18
2,1,1,1,0,86.85,8.38,28.95,3,1,0,73,0,1,11
13,1,0,1,0,74.3,524.81,37.15,0,0,0,73,0,1,21
7,1,1,1,0,75.15,210.42,37.575,0,0,0,56,0,0,10
46,0,0,0,1,60.75,0.0,8.678571428571429,0,0,0,33,0,0,13
1,1,1,0,0,19.75,41.28,19.75,0,0,0,59,0,0,0
64,0,0,0,1,69.25,1647.36,13.85,4,1,0,30,0,0,51
17,1,0,1,0,76.45,17.85,38.225,2,1,0,66,0,1,8
27,0,0,1,0,85.9,1109.97,21.475,7,1,0,72,0,1,14
2,1,1,1,0,95.65,33.52,19.130000000000003,0,0,0,34,0,0,27
25,1,0,0,0,55.55,290.0,18.516666666666666,7,1,0,49,0,0,10
41,1,0,0,1,74.65,1274.28,10.664285714285715,0,0,0,47,0,0,12
26,1,0,0,0,69.5,660.4,13.9,0,0,0,54,0,0,10
5,0,1,0,0,20.1,26.0,20.1,1,1,0,28,0,0,0
50,1,0,1,0,95.7,946.0000000000001,19.14,0,0,0,65,0,1,11
41,0,0,0,0,78.35,772.4399999999999,13.058333333333332,8,1,0,28,0,0,26
15,1,0,1,0,75.3,119.85000000000001,37.65,0,0,0,70,0,1,27
13,0,0,0,0,20.2,345.41,20.2,0,0,0,52,0,0,0
63,0,0,1,0,99.65,90.08999999999999,16.608333333333334,2,1,0,44,0,0,16
45,0,0,1,0,100.3,46.35,16.716666666666665,0,0,0,27,0,0,47
57,0,0,0,0,79.75,518.6999999999999,13.291666666666666,0,0,0,72,0,1,16
60,0,0,0,0,71.75,612.0,11.958333333333334,0,0,0,72,0,1,29
22,0,0,0,1,69.75,1099.56,11.625,0,0,0,78,0,1,28
34,1,0,1,0,85.2,1008.44,28.400000000000002,4,1,0,80,0,1,29
68,0,0,0,1,90.8,804.44,10.088888888888889,1,1,0,38,0,0,21
38,0,0,1,0,80.45,1714.94,26.816666666666666,0,0,0,76,1,1,27
40,0,0,0,0,63.9,1684.0,15.975,4,1,0,27,0,0,52
15,1,0,1,0,93.35,733.95,18.669999999999998,0,0,0,49,0,0,15
30,0,0,1,1,94.4,80.1,18.880000000000003,0,0,0,64,0,0,27
65,1,0,1,0,104.25,2678.0,14.892857142857142,4,1,0,48,0,0,10
49,1,0,0,0,52.15,1392.5800000000002,17.383333333333333,6,1,0,19,0,0,41
9,1,1,0,0,69.05,234.27,11.508333333333333,4,1,1,27,0,0,59
7,0,1,0,0,20.65,291.48,20.65,2,1,1,20,0,0,0
2,1,1,0,0,20.35,51.84,20.35,0,0,0,52,0,0,0
49,0,0,0,1,35.8,0.0,11.933333333333332,1,1,0,19,0,0,82
6,1,1,0,1,48.8,296.70000000000005,24.4,3,1,0,39,1,0,10
32,1,0,1,1,87.65,198.4,21.9125,0,0,0,53,0,0,25
49,1,0,0,1,61.75,1729.21,15.4375,6,1,0,35,1,0,28
65,0,0,1,1,99.05,858.0,16.508333333333333,5,1,0,56,0,0,13
42,0,0,0,0,20.7,1344.8400000000001,20.7,10,1,0,59,1,0,0
20,0,0,0,0,19.7,602.6,19.7,0,0,0,59,0,0,0
22,1,0,1,0,89.75,492.35999999999996,22.4375,8,1,0,65,0,1,14
3,1,1,0,0,54.7,8.64,27.35,0,0,1,58,0,0,17
34,1,0,0,0,20.65,328.44,20.65,7,1,0,39,1,0,0
19,1,0,0,0,20.2,891.29,20.2,6,1,0,47,1,0,0
61,0,0,0,0,25.0,1167.54,12.5,5,1,0,68,0,1,0
25,1,0,1,0,89.15,616.0,22.2875,1,1,0,36,0,0,5
18,1,0,0,0,50.0,311.93999999999994,25.0,0,0,0,30,0,0,69
17,1,0,1,0,90.2,205.02,18.04,1,1,0,62,0,0,9
47,1,0,1,0,90.05,1797.75,18.009999999999998,3,1,0,57,1,0,20
51,0,0,0,0,24.6,1752.36,12.3,0,0,0,58,0,0,0
56,0,0,0,0,52.7,1210.1599999999999,17.566666666666666,0,0,0,57,0,0,27
1,1,1,0,0,19.7,1.91,19.7,0,0,0,42,0,0,0
5,1,1,0,0,51.35,85.8,25.675,0,0,1,39,0,0,7
68,0,0,1,1,103.75,1094.12,14.821428571428571,6,1,0,32,1,0,53
46,0,0,0,0,20.1,685.86,20.1,4,1,0,35,1,0,0
49,1,0,1,0,99.8,2300.06,16.633333333333333,1,1,0,27,0,0,73
4,1,1,1,0,70.9,134.0,70.9,0,0,1,42,1,0,27
64,0,0,0,1,58.35,2577.92,14.5875,1,1,0,27,0,0,52
43,0,0,0,1,44.15,0.0,8.83,0,0,0,63,0,0,11
59,0,0,0,0,19.5,1106.25,19.5,10,1,0,35,1,0,0
59,0,0,0,0,61.35,572.3,15.3375,0,0,0,46,0,0,6
48,0,0,0,0,65.65,2394.2400000000002,13.13,6,1,0,27,0,0,42
48,0,0,0,1,78.9,172.32,11.271428571428572,0,0,0,45,0,0,10
19,1,0,1,0,78.25,384.94000000000005,26.083333333333332,0,0,0,59,0,0,25
17,0,0,0,0,19.15,470.22,19.15,0,0,0,35,0,0,0
45,0,0,0,0,24.45,2128.9500000000003,12.225,10,1,0,43,1,0,0
60,1,0,1,1,109.45,275.4,13.68125,6,1,0,36,0,0,9
65,0,0,1,0,103.15,1082.25,14.735714285714286,1,1,0,65,0,1,5
72,0,0,0,1,90.95,3287.5199999999995,10.105555555555556,2,1,0,20,1,0,47
6,0,1,1,0,89.35,48.36,29.78333333333333,0,0,1,77,0,1,19
72,0,0,0,1,89.55,415.43999999999994,11.19375,4,1,0,74,0,1,24
60,0,0,0,0,19.85,1867.2,19.85,0,0,0,53,0,0,0
28,1,0,1,1,103.3,787.9200000000001,17.216666666666665,0,0,0,79,0,1,10
11,1,1,0,0,19.95,324.94,19.95,1,1,0,79,0,1,0
61,0,0,0,0,79.8,1700.6799999999998,11.4,7,1,0,36,0,0,5
3,1,1,1,0,69.85,104.28,69.85,0,0,1,53,0,0,21
22,1,0,0,0,50.35,0.0,10.07,0,0,0,51,0,0,22
36,1,0,1,0,80.4,1775.8799999999999,26.8,8,1,0,59,0,0,23
38,1,0,1,0,81.85,48.26,27.28333333333333,0,0,0,44,1,0,13
2,1,1,1,0,69.8,75.44,69.8,0,0,1,56,0,0,27
8,0,1,1,0,69.7,334.8,69.7,0,0,1,66,0,1,5
3,1,1,1,0,75.85,133.02,37.925,1,1,1,61,0,0,29
64,1,0,1,0,81.05,3167.36,27.016666666666666,4,1,0,47,1,0,12
9,1,1,1,0,84.4,277.2,28.133333333333336,0,0,0,67,0,1,18
63,0,0,1,1,104.5,1351.35,14.928571428571429,0,0,0,26,0,0,85
6,1,1,0,0,19.85,38.88,19.85,1,1,1,40,1,0,0
1,1,1,0,0,20.65,35.24,20.65,8,1,0,64,0,0,0
66,0,0,0,0,25.1,3242.5800000000004,12.55,0,0,0,39,0,0,0
5,1,1,1,0,74.65,164.05,37.325,0,0,0,58,0,0,16
2,1,1,1,0,75.9,53.74,37.95,0,0,0,30,0,0,52
12,0,1,0,1,59.8,115.19999999999999,19.933333333333334,0,0,0,44,0,0,23
41,0,0,1,1,99.65,887.24,16.608333333333334,0,0,0,29,0,0,59
59,0,0,0,1,86.75,2499.83,10.84375,4,1,0,21,1,0,73
1,1,1,0,0,20.9,15.73,20.9,0,0,1,21,0,0,0
70,0,0,0,0,19.2,2704.1000000000004,19.2,1,1,0,38,1,0,0
15,0,0,1,0,94.65,567.6,18.93,5,1,0,66,0,1,19
7,0,1,0,1,35.5,0.0,11.833333333333334,0,0,1,28,0,0,48
22,1,0,0,0,19.05,1021.9000000000001,19.05,0,0,0,35,1,0,0
7,1,1,1,0,79.0,182.63,39.5,0,0,0,63,0,0,2
69,0,0,1,1,106.5,1854.72,15.214285714285714,0,0,0,58,0,0,11
7,1,1,1,0,101.95,242.61999999999998,16.991666666666667,2,1,0,65,0,1,3
68,1,0,0,1,44.95,0.0,8.99,0,0,0,53,0,0,13
10,1,1,0,0,45.55,344.4,22.775,0,0,0,28,0,0,69
27,1,0,0,1,71.6,365.85,11.933333333333332,1,1,0,30,1,0,59
72,0,0,0,1,74.35,1239.1200000000001,10.62142857142857,8,1,0,61,1,0,53
1,1,1,0,0,35.05,0.0,11.683333333333332,0,0,1,62,0,0,22
10,1,1,1,0,95.2,356.3,19.04,0,0,0,54,0,0,18
46,1,0,1,1,84.8,187.68,21.2,0,0,0,28,1,0,59
42,1,0,1,0,92.15,745.5,18.43,10,1,0,33,1,0,53
72,0,0,0,1,93.25,123.84,10.36111111111111,2,1,0,62,0,0,7
15,1,0,0,0,46.3,364.05,46.3,7,1,0,24,1,0,27
18,1,0,0,0,25.15,0.0,25.15,0,0,0,32,0,0,8
15,0,0,0,0,20.1,146.1,20.1,0,0,0,58,0,0,0
9,1,1,1,0,88.05,201.69,17.61,3,1,0,49,0,0,21
33,1,0,1,0,68.25,951.72,68.25,0,0,0,37,0,0,23
18,0,0,0,0,25.1,712.08,12.55,2,1,0,33,1,0,0
40,0,0,0,1,80.75,1353.1999999999998,11.535714285714286,0,0,0,41,0,0,19
11,1,1,0,0,20.35,526.6800000000001,20.35,0,0,0,43,0,0,0
63,0,0,0,0,19.25,1094.9399999999998,19.25,9,1,0,57,0,0,0
4,1,1,0,0,55.9,70.8,18.633333333333333,0,0,0,51,0,0,22
1,1,1,0,0,20.05,3.23,20.05,0,0,0,42,0,0,0
1,1,1,1,0,102.45,25.88,14.635714285714286,1,1,0,52,0,0,9
51,0,0,1,1,84.2,484.5,21.05,6,1,0,36,1,0,51
56,0,0,0,0,20.05,1981.2800000000002,20.05,10,1,0,58,1,0,0
71,0,0,1,0,105.7,2066.81,15.1,8,1,0,52,0,0,28
1,1,1,0,0,30.5,0.0,15.25,1,1,0,37,1,0,19
1,1,1,0,0,44.75,40.87,44.75,0,0,0,35,0,0,21
14,1,0,0,0,50.45,549.0799999999999,25.225,0,0,0,25,0,0,48
47,1,0,1,1,95.05,668.34,19.009999999999998,0,0,0,78,0,1,11
1,1,1,0,0,19.05,5.02,19.05,0,0,0,46,0,0,0
16,1,0,1,0,89.45,507.68,22.3625,1,1,0,41,0,0,25
4,1,1,1,0,101.7,104.64,16.95,0,0,1,28,0,0,85
59,0,0,0,0,18.4,1592.4099999999999,18.4,9,1,0,60,0,0,0
72,0,0,0,1,90.6,2517.84,10.066666666666666,1,1,0,57,0,0,11
1,1,1,0,0,20.2,48.25,20.2,0,0,1,62,0,0,0
8,1,1,1,0,84.9,232.0,21.225,1,1,0,58,0,0,30
72,0,0,0,0,20.05,3401.28,20.05,1,1,0,44,0,0,0
30,1,0,0,0,64.5,79.2,12.9,0,0,0,58,0,0,15
18,1,0,0,1,68.35,876.24,13.669999999999998,0,0,0,22,0,0,48
59,1,0,1,1,93.35,1226.02,18.669999999999998,1,1,0,45,0,0,26
1,1,1,1,0,71.65,28.46,71.65,0,0,1,65,0,1,12
13,1,0,1,0,96.65,221.26,19.330000000000002,0,0,0,28,0,0,41
47,0,0,0,0,20.05,305.96999999999997,20.05,9,1,0,28,1,0,0
6,1,1,0,0,19.55,219.24,19.55,5,1,1,48,1,0,0
71,0,0,0,0,25.45,294.65000000000003,12.725,0,0,0,33,1,0,0
6,1,1,0,1,50.95,0.0,8.491666666666667,0,0,1,43,0,0,23
62,1,0,0,1,80.4,3020.64,11.485714285714286,0,0,0,49,0,0,2
1,1,1,0,0,48.55,11.35,24.275,0,0,0,37,0,0,9
43,0,0,0,0,26.45,1242.7,13.225,0,0,0,39,0,0,0
54,0,0,0,0,20.05,1766.8799999999999,20.05,1,1,0,58,0,0,0
23,1,0,0,1,55.3,36.34,13.825,0,0,0,25,1,0,47
1,1,1,0,0,55.55,33.32,18.516666666666666,0,0,1,23,0,0,48
66,0,0,0,1,68.75,1354.32,11.458333333333334,0,0,0,64,0,0,10
2,1,1,1,0,74.4,19.58,37.2,1,1,0,28,0,0,41
1,1,1,1,0,70.55,18.2,70.55,0,0,1,72,0,1,13
1,1,1,1,0,80.5,35.77,26.833333333333332,0,0,0,24,0,0,69
8,0,1,0,0,20.2,42.16,20.2,0,0,0,26,0,0,0
29,1,0,1,1,98.65,608.42,19.73,0,0,0,76,0,1,16
64,1,0,1,0,91.8,2213.12,18.36,0,0,0,21,1,0,27
34,1,0,1,1,105.35,952.0,15.049999999999999,0,0,0,51,0,0,18
29,0,0,0,0,19.4,436.74,19.4,0,0,0,30,0,0,0
18,1,0,0,0,50.3,689.76,25.15,0,0,0,40,0,0,20
34,1,0,1,0,90.05,681.7,18.009999999999998,10,1,0,61,1,0,57
25,1,0,0,1,79.0,188.75,11.285714285714286,0,0,0,28,0,0,71
34,1,0,1,0,73.95,52.7,36.975,0,0,0,63,0,0,14
13,1,0,1,0,94.1,566.28,18.82,1,1,0,26,0,0,52
24,1,0,0,0,49.7,89.28,24.85,0,0,0,21,0,0,59
45,0,0,1,1,112.2,1292.3999999999999,14.025,0,0,0,57,0,0,3
51,0,0,0,0,19.95,741.54,19.95,10,1,0,60,1,0,0
9,1,1,1,0,75.75,285.75,37.875,1,1,1,46,0,0,25
7,1,1,1,0,74.35,11.69,37.175,0,0,0,48,0,0,23
45,0,0,1,1,113.3,1509.3,12.588888888888889,1,1,0,57,0,0,4
2,0,1,0,0,19.3,31.58,19.3,0,0,0,56,0,0,0
21,1,0,1,1,86.05,311.01,28.683333333333334,7,1,0,40,0,0,25
1,1,1,0,0,49.75,41.79,24.875,0,0,1,47,0,0,14
2,1,1,1,0,76.4,41.0,38.2,1,1,1,19,0,0,51
10,1,1,1,0,98.55,275.7,16.425,0,0,0,51,0,0,13
22,1,0,0,0,20.05,746.24,20.05,0,0,0,43,0,0,0
2,1,1,1,0,70.95,30.66,70.95,0,0,0,45,0,0,26
46,1,0,0,0,19.6,739.22,19.6,3,1,0,59,0,0,0
71,0,0,0,0,24.65,337.25,12.325,0,0,0,79,0,1,0
69,0,0,0,1,79.45,1825.05,11.35,0,0,0,23,0,0,46
5,1,1,1,0,80.0,219.95000000000002,26.666666666666668,0,0,1,26,0,0,42
72,0,0,0,0,25.4,2468.88,12.7,2,1,0,61,0,0,0
22,1,0,0,1,51.1,614.02,25.55,3,1,0,29,1,0,27
50,0,0,1,0,105.05,2045.0,15.007142857142856,1,1,0,77,0,1,8
27,1,0,1,0,101.25,1237.14,20.25,1,1,0,72,0,1,13
42,1,0,0,0,55.65,1134.0,18.55,0,0,0,66,0,1,30
47,1,0,1,1,100.75,2243.31,16.791666666666668,0,0,0,50,0,0,25
26,0,0,0,0,19.65,330.46000000000004,19.65,4,1,0,40,1,0,0
48,1,0,0,0,44.8,0.0,11.2,0,0,0,62,0,0,23
17,1,0,0,0,65.75,806.6500000000001,13.15,0,0,0,47,0,0,5
47,1,0,0,0,54.25,1844.75,13.5625,1,1,0,28,1,0,26
1,1,1,0,0,20.35,44.09,20.35,0,0,0,47,0,0,0
1,1,1,0,0,44.6,45.28,44.6,0,0,0,45,0,0,2
63,0,0,1,0,99.9,527.94,16.650000000000002,0,0,0,22,0,0,59
8,0,1,0,0,24.4,185.44,12.2,6,1,0,43,0,0,0
19,1,0,0,0,60.6,693.1199999999999,15.15,0,0,0,52,1,0,20
5,0,1,0,0,20.05,150.7,20.05,0,0,1,65,0,1,0
63,0,0,0,0,19.5,1532.16,19.5,0,0,0,48,1,0,0
60,1,0,1,0,89.9,2572.8,22.475,0,0,0,27,0,0,52
41,0,0,0,0,19.75,1535.8600000000001,19.75,0,0,0,40,0,0,0
32,1,0,1,0,98.85,1532.48,16.474999999999998,3,1,0,33,0,0,9
7,0,1,0,0,38.55,0.0,9.6375,5,1,0,26,0,0,58
60,0,0,0,1,80.6,840.0,11.514285714285714,5,1,0,26,0,0,42
1,1,1,0,0,19.9,36.63,19.9,0,0,1,59,0,0,0
22,1,0,1,0,101.35,227.26,16.891666666666666,0,0,0,44,0,0,19
39,0,0,0,1,54.85,0.0,9.141666666666667,0,0,0,31,1,0,29
26,0,0,0,0,50.35,120.12,25.175,4,1,0,32,1,0,19
50,0,0,0,1,69.5,1352.0,11.583333333333334,0,0,0,63,0,0,2
38,0,0,1,0,95.0,1893.16,15.833333333333334,1,1,0,74,0,1,27
14,1,0,0,0,59.8,617.96,19.933333333333334,0,0,0,44,1,0,24
12,1,1,1,0,80.45,83.64,40.225,1,1,0,77,0,1,19
24,1,0,1,0,93.0,1125.84,18.6,7,1,0,54,0,0,20
66,0,0,0,1,54.65,0.0,9.108333333333333,0,0,0,49,1,0,28
5,1,1,1,1,85.75,5.6000000000000005,28.583333333333332,1,1,1,38,0,0,22
28,1,0,0,0,56.05,1235.08,18.683333333333334,0,0,0,51,0,0,15
72,0,0,1,1,115.55,120.24,12.838888888888889,1,1,0,23,0,0,59
52,0,0,0,0,21.0,1471.6000000000001,21.0,0,0,0,62,0,0,0
69,0,0,0,0,43.95,0.0,8.790000000000001,7,1,0,19,1,0,59
13,1,0,0,0,20.4,609.96,20.4,0,0,0,56,0,0,0
56,0,0,0,1,75.75,1031.52,12.625,0,0,0,61,0,0,13
37,1,0,0,0,19.35,99.16000000000001,19.35,1,1,0,20,1,0,0
13,1,0,0,1,61.8,365.95,15.45,8,1,0,56,1,0,56
10,1,1,1,0,79.85,483.8,26.616666666666664,0,0,0,29,0,0,42
47,1,0,1,0,85.2,791.0099999999999,21.3,0,0,0,78,0,1,12
47,0,0,0,0,19.65,2157.2999999999997,19.65,1,1,0,21,0,0,0
44,0,0,0,0,54.0,0.0,9.0,0,0,0,55,0,0,17
11,1,1,1,0,79.5,93.28,26.5,0,0,0,20,0,0,52
1,1,1,0,0,42.9,4.02,42.9,0,0,1,47,0,0,11
40,1,0,0,0,56.6,1931.6,18.866666666666667,5,1,0,62,0,0,23
35,1,0,0,1,100.5,559.3000000000001,16.75,1,1,0,65,0,1,22
55,0,0,0,0,19.35,1358.5,19.35,2,1,0,46,1,0,0
3,1,1,1,0,74.25,106.62,37.125,0,0,0,44,0,0,27
18,0,0,0,0,25.3,543.96,12.65,0,0,0,45,1,0,0
57,1,0,1,0,94.0,1313.8500000000001,18.8,1,1,0,77,0,1,30
65,0,0,1,1,103.9,102.7,17.316666666666666,8,1,0,76,1,1,27
71,0,0,1,1,113.15,1928.36,14.14375,8,1,0,50,0,0,3
4,1,1,0,0,29.65,0.0,9.883333333333333,0,0,1,27,0,0,48
27,0,0,0,0,20.55,565.9200000000001,20.55,10,1,0,37,0,0,0
44,0,0,0,0,61.5,1974.28,15.375,8,1,0,60,0,0,20
68,0,0,0,0,41.95,0.0,10.4875,9,1,0,79,0,1,28
16,1,0,0,0,20.4,728.64,20.4,3,1,0,59,1,0,0
71,0,0,1,1,109.25,2114.38,13.65625,7,1,0,32,0,0,22
23,0,0,0,0,20.05,409.86,20.05,10,1,0,44,0,0,0
43,1,0,1,0,101.0,1343.75,20.2,8,1,0,68,0,1,20
1,1,1,1,0,84.65,22.3,28.21666666666667,0,0,0,25,0,0,51
72,0,0,0,0,84.45,1203.84,12.064285714285715,3,1,0,75,0,1,9
12,1,1,0,1,56.65,95.64,18.883333333333333,0,0,0,42,0,0,10
43,0,0,1,0,100.55,1594.8700000000001,16.758333333333333,10,1,0,77,0,1,8
64,0,0,1,1,108.5,256.64,13.5625,1,1,0,27,0,0,71
66,0,0,1,1,110.6,2929.0800000000004,15.799999999999999,1,1,0,70,1,1,28
36,1,0,1,0,93.6,1487.8799999999999,18.72,3,1,0,24,0,0,41
23,0,0,0,1,59.7,317.16999999999996,14.925,6,1,0,33,0,0,17
1,1,1,0,1,44.65,0.0,8.93,0,0,1,49,0,0,19
7,1,1,0,0,20.05,337.53999999999996,20.05,0,0,1,62,0,0,0
35,1,0,1,1,106.9,913.15,15.271428571428572,1,1,0,33,1,0,56
46,0,0,0,0,19.95,1401.62,19.95,1,1,0,56,0,0,0
56,0,0,0,0,24.45,1765.68,12.225,2,1,0,20,1,0,0
1,1,1,1,0,79.65,22.48,39.825,0,0,0,57,0,0,5
48,0,0,0,1,70.95,2148.48,11.825000000000001,0,0,0,50,0,0,18
6,1,1,0,0,45.65,34.14,45.65,9,1,1,27,0,0,27
70,0,0,1,0,98.3,2071.3,16.383333333333333,1,1,0,34,0,0,3
2,1,1,1,0,70.7,18.24,70.7,0,0,0,19,1,0,51
21,1,0,1,0,94.3,580.86,18.86,6,1,0,60,0,0,8
27,0,0,0,0,20.6,230.85000000000002,20.6,0,0,0,42,1,0,0
59,1,0,0,0,44.3,0.0,11.075,1,1,0,21,0,0,53
19,1,0,0,0,24.85,0.0,24.85,4,1,0,21,1,0,85
72,0,0,1,0,104.8,2915.28,14.971428571428572,4,1,0,58,0,0,15
41,0,0,1,1,101.1,599.01,16.849999999999998,0,0,0,69,0,1,9
15,1,0,0,0,85.6,678.75,28.53333333333333,1,1,0,74,0,1,22
47,0,0,0,1,40.3,0.0,10.075,7,1,0,27,1,0,47
1,1,1,1,0,89.15,32.35,22.2875,1,1,0,44,0,0,18
48,0,0,0,0,78.75,121.44,11.25,0,0,0,51,0,0,6
27,0,0,0,1,66.15,1085.67,13.23,5,1,0,46,0,0,13
2,1,1,0,0,44.35,93.68,44.35,0,0,1,45,0,0,3
53,0,0,1,1,111.8,2216.46,13.975,3,1,0,29,0,0,69
1,1,1,0,0,49.95,43.49,24.975,0,0,0,51,0,0,4
5,1,1,1,0,89.8,181.8,22.45,0,0,0,75,0,1,12
3,1,1,1,0,91.5,94.83,18.3,1,1,0,33,0,0,20
1,1,1,1,0,89.1,16.06,22.275,0,0,0,44,0,0,3
1,1,1,0,0,50.05,43.05,25.025,0,0,1,24,1,0,69
71,0,0,0,0,19.85,1307.11,19.85,10,1,0,44,0,0,0
12,1,1,0,0,45.4,133.44,45.4,0,0,0,49,0,0,14
59,1,0,1,0,99.45,2325.78,14.207142857142857,0,0,0,54,0,0,12
71,0,0,1,1,115.15,670.24,12.794444444444444,7,1,0,57,0,0,9
18,1,0,0,1,35.2,0.0,11.733333333333334,0,0,0,45,0,0,11
2,1,1,1,1,80.15,53.16,26.71666666666667,0,0,1,49,0,0,23
46,1,0,1,0,84.25,1990.42,21.0625,0,0,0,37,0,0,21
2,0,1,0,1,59.5,85.1,14.875,8,1,1,49,1,0,53
71,0,0,1,0,97.2,2775.3900000000003,16.2,7,1,0,28,1,0,69
72,0,0,0,1,79.5,2346.4800000000005,9.9375,5,1,0,35,1,0,14
39,1,0,0,0,50.75,0.0,10.15,0,0,0,35,0,0,4
53,0,0,1,1,94.45,1795.64,15.741666666666667,0,0,0,59,0,0,6
19,0,0,0,0,20.25,352.83,20.25,0,0,0,45,0,0,0
39,1,0,0,1,41.1,0.0,10.275,0,0,0,35,0,0,8
54,0,0,1,1,108.0,959.0400000000001,13.5,0,0,0,49,0,0,4
72,0,0,1,0,110.3,2376.72,13.7875,10,1,0,44,1,0,51
43,0,0,0,0,19.55,136.74,19.55,0,0,0,57,0,0,0
50,1,0,1,0,103.85,2110.5,14.835714285714285,6,1,0,55,0,0,14
69,0,0,1,1,104.0,127.65,14.857142857142858,0,0,0,44,0,0,13
15,1,0,0,0,25.4,687.6,12.7,0,0,0,22,0,0,0
2,1,1,1,0,69.75,52.88,69.75,0,0,0,46,0,0,24
61,0,0,1,1,98.3,133.59,16.383333333333333,2,1,0,77,0,1,8
37,1,0,0,0,20.35,79.55,20.35,3,1,0,56,0,0,0
3,0,1,1,0,94.85,113.34,18.97,0,0,1,65,0,1,28
71,0,0,0,1,58.65,0.0,8.378571428571428,3,1,0,31,0,0,8
2,1,1,0,0,55.3,87.86,18.433333333333334,0,0,1,22,1,0,59
47,1,0,1,0,104.1,2288.43,14.87142857142857,2,1,0,61,0,0,21
1,1,1,1,0,81.05,36.32,27.016666666666666,1,1,0,19,1,0,85
7,1,1,0,0,18.95,232.26,18.95,0,0,1,42,0,0,0
